Gene stable ID	Gene name	Gene description	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSG00000075856	SART3	squamous cell carcinoma antigen recognized by T cells 3 [Source:HGNC Symbol;Acc:HGNC:16860]	protein_coding	12	108522580	108561400	-1
ENSG00000075914	EXOSC7	exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]	protein_coding	3	44975241	45036066	1
ENSG00000075945	KIFAP3	kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]	protein_coding	1	169921326	170085208	-1
ENSG00000075975	MKRN2	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]	protein_coding	3	12557014	12583713	1
ENSG00000076003	MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	protein_coding	2	135839626	135876426	-1
ENSG00000076043	REXO2	RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]	protein_coding	11	114439386	114450279	1
ENSG00000076053	RBM7	RNA binding motif protein 7 [Source:HGNC Symbol;Acc:HGNC:9904]	protein_coding	11	114400030	114414203	1
ENSG00000076067	RBMS2	RNA binding motif single stranded interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9909]	protein_coding	12	56521929	56596196	1
ENSG00000076108	BAZ2A	bromodomain adjacent to zinc finger domain 2A [Source:HGNC Symbol;Acc:HGNC:962]	protein_coding	12	56595596	56636816	-1
ENSG00000076201	PTPN23	protein tyrosine phosphatase, non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]	protein_coding	3	47381011	47413441	1
ENSG00000076242	MLH1	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]	protein_coding	3	36993332	37050918	1
ENSG00000076248	UNG	uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572]	protein_coding	12	109097574	109110992	1
ENSG00000076258	FMO4	flavin containing monooxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]	protein_coding	1	171314208	171342084	1
ENSG00000076321	KLHL20	kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056]	protein_coding	1	173714941	173786702	1
ENSG00000076344	RGS11	regulator of G protein signaling 11 [Source:HGNC Symbol;Acc:HGNC:9993]	protein_coding	16	268301	275980	-1
ENSG00000076351	SLC46A1	solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]	protein_coding	17	28394756	28407197	-1
ENSG00000076356	PLXNA2	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]	protein_coding	1	208022242	208244320	-1
ENSG00000076382	SPAG5	sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]	protein_coding	17	28577565	28599279	-1
ENSG00000076513	ANKRD13A	ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]	protein_coding	12	109999186	110039763	1
ENSG00000076555	ACACB	acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]	protein_coding	12	109116595	109268226	1
ENSG00000076604	TRAF4	TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]	protein_coding	17	28743984	28750958	1
ENSG00000076641	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]	protein_coding	8	80967810	81112068	-1
ENSG00000076650	GPATCH1	G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658]	protein_coding	19	33080880	33130542	1
ENSG00000076685	NT5C2	5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]	protein_coding	10	103088017	103193306	-1
ENSG00000076706	MCAM	melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]	protein_coding	11	119308529	119321521	-1
ENSG00000076716	GPC4	glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452]	protein_coding	X	133300103	133415490	-1
ENSG00000076770	MBNL3	muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]	protein_coding	X	132369317	132489968	-1
ENSG00000076924	XAB2	XPA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14089]	protein_coding	19	7619525	7629565	-1
ENSG00000076928	ARHGEF1	Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]	protein_coding	19	41883161	41930150	1
ENSG00000076944	STXBP2	syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]	protein_coding	19	7636881	7647873	1
ENSG00000076984	MAP2K7	mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]	protein_coding	19	7903843	7914478	1
ENSG00000077044	DGKD	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]	protein_coding	2	233354507	233472104	1
ENSG00000077063	CTTNBP2	cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679]	protein_coding	7	117710651	117874139	-1
ENSG00000077092	RARB	retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865]	protein_coding	3	25174332	25597932	1
ENSG00000077097	TOP2B	DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]	protein_coding	3	25597905	25664907	-1
ENSG00000077147	TM9SF3	transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]	protein_coding	10	96518109	96587452	-1
ENSG00000077150	NFKB2	nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]	protein_coding	10	102394110	102402529	1
ENSG00000077152	UBE2T	ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]	protein_coding	1	202331657	202341980	-1
ENSG00000077157	PPP1R12B	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]	protein_coding	1	202348699	202592706	1
ENSG00000077232	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10 [Source:HGNC Symbol;Acc:HGNC:24637]	protein_coding	2	182716041	182794464	1
ENSG00000077235	GTF3C1	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]	protein_coding	16	27459555	27549913	-1
ENSG00000077238	IL4R	interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]	protein_coding	16	27313668	27364778	1
ENSG00000077254	USP33	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]	protein_coding	1	77695987	77759852	-1
ENSG00000077264	PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	protein_coding	X	110944285	111227361	1
ENSG00000077312	SNRPA	small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]	protein_coding	19	40750637	40765389	1
ENSG00000077348	EXOSC5	exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]	protein_coding	19	41386374	41397479	-1
ENSG00000077380	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	protein_coding	2	171687409	171748420	1
ENSG00000077420	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]	protein_coding	10	26438203	26567803	1
ENSG00000077454	LRCH4	leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691]	protein_coding	7	100574011	100586153	-1
ENSG00000077458	FAM76B	family with sequence similarity 76 member B [Source:HGNC Symbol;Acc:HGNC:28492]	protein_coding	11	95768942	95790409	-1
ENSG00000077463	SIRT6	sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934]	protein_coding	19	4174109	4182604	-1
ENSG00000077514	POLD3	DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]	protein_coding	11	74493851	74669117	1
ENSG00000077549	CAPZB	capping actin protein of muscle Z-line beta subunit [Source:HGNC Symbol;Acc:HGNC:1491]	protein_coding	1	19338776	19485539	-1
ENSG00000077585	GPR137B	G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]	protein_coding	1	236142505	236221865	1
ENSG00000077616	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]	protein_coding	11	90131515	90192894	1
ENSG00000077684	JADE1	jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]	protein_coding	4	128809623	128875224	1
ENSG00000077713	SLC25A43	solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557]	protein_coding	X	119399060	119454478	1
ENSG00000077721	UBE2A	ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472]	protein_coding	X	119574467	119591083	1
ENSG00000077782	FGFR1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	protein_coding	8	38411138	38468834	-1
ENSG00000077942	FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	protein_coding	22	45502238	45601135	1
ENSG00000077943	ITGA8	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]	protein_coding	10	15513949	15720125	-1
ENSG00000078018	MAP2	microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]	protein_coding	2	209424058	209734118	1
ENSG00000078043	PIAS2	protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311]	protein_coding	18	46803224	46920160	-1
ENSG00000078053	AMPH	amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]	protein_coding	7	38383704	38631567	-1
ENSG00000078061	ARAF	A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]	protein_coding	X	47561100	47571920	1
ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936]	protein_coding	3	183015218	183116075	-1
ENSG00000078098	FAP	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]	protein_coding	2	162170684	162245151	-1
ENSG00000078124	ACER3	alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]	protein_coding	11	76860867	77026797	1
ENSG00000078140	UBE2K	ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]	protein_coding	4	39698044	39782792	1
ENSG00000078142	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]	protein_coding	18	41955206	42087830	1
ENSG00000078177	N4BP2	NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]	protein_coding	4	40056826	40158252	1
ENSG00000078237	TIGAR	TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]	protein_coding	12	4307763	4354593	1
ENSG00000078246	TULP3	tubby like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]	protein_coding	12	2877223	2941140	1
ENSG00000078269	SYNJ2	synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]	protein_coding	6	157981887	158099176	1
ENSG00000078295	ADCY2	adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]	protein_coding	5	7396208	7830081	1
ENSG00000078304	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]	protein_coding	14	101761798	101927989	1
ENSG00000078319	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9123]	unprocessed_pseudogene	7	100320992	100341908	-1
ENSG00000078369	GNB1	G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]	protein_coding	1	1785285	1891117	-1
ENSG00000078403	MLLT10	MLLT10, histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]	protein_coding	10	21524675	21743630	1
ENSG00000078487	ZCWPW1	zinc finger CW-type and PWWP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23486]	protein_coding	7	100400826	100428992	-1
ENSG00000078618	NRDC	nardilysin convertase [Source:HGNC Symbol;Acc:HGNC:7995]	protein_coding	1	51789191	51878937	-1
ENSG00000078668	VDAC3	voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]	protein_coding	8	42391624	42405897	1
ENSG00000078674	PCM1	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]	protein_coding	8	17922840	18029944	1
ENSG00000078687	TNRC6C	trinucleotide repeat containing 6C [Source:HGNC Symbol;Acc:HGNC:29318]	protein_coding	17	77959240	78108835	1
ENSG00000078699	CBFA2T2	CBFA2/RUNX1 translocation partner 2 [Source:HGNC Symbol;Acc:HGNC:1536]	protein_coding	20	33490075	33650036	1
ENSG00000078725	BRINP1	BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]	protein_coding	9	119153458	119369467	-1
ENSG00000078747	ITCH	itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890]	protein_coding	20	34363235	34511393	1
ENSG00000078804	TP53INP2	tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]	protein_coding	20	34704290	34713439	1
ENSG00000078808	SDF4	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]	protein_coding	1	1216908	1232031	-1
ENSG00000078814	MYH7B	myosin heavy chain 7B [Source:HGNC Symbol;Acc:HGNC:15906]	protein_coding	20	34975403	35002437	1
ENSG00000078902	TOLLIP	toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]	protein_coding	11	1274371	1309654	-1
ENSG00000078967	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative) [Source:HGNC Symbol;Acc:HGNC:21647]	protein_coding	7	43926438	43956136	1
ENSG00000079102	RUNX1T1	RUNX1 translocation partner 1 [Source:HGNC Symbol;Acc:HGNC:1535]	protein_coding	8	91954967	92103286	-1
ENSG00000079134	THOC1	THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070]	protein_coding	18	214520	268050	-1
ENSG00000079150	FKBP7	FK506 binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3723]	protein_coding	2	178463664	178478600	-1
ENSG00000079156	OSBPL6	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	protein_coding	2	178194481	178402891	1
ENSG00000079215	SLC1A3	solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]	protein_coding	5	36606355	36688334	1
ENSG00000079246	XRCC5	X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]	protein_coding	2	216107464	216206303	1
ENSG00000079257	LXN	latexin [Source:HGNC Symbol;Acc:HGNC:13347]	protein_coding	3	158645822	158672693	-1
ENSG00000079277	MKNK1	MAP kinase interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]	protein_coding	1	46557408	46616843	-1
ENSG00000079308	TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	protein_coding	2	217799588	218010421	-1
ENSG00000079313	REXO1	RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]	protein_coding	19	1815246	1848463	-1
ENSG00000079332	SAR1A	secretion associated Ras related GTPase 1A [Source:HGNC Symbol;Acc:HGNC:10534]	protein_coding	10	70147289	70170523	-1
ENSG00000079335	CDC14A	cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]	protein_coding	1	100345001	100520278	1
ENSG00000079337	RAPGEF3	Rap guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:16629]	protein_coding	12	47734367	47771040	-1
ENSG00000079387	SENP1	SUMO1/sentrin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:17927]	protein_coding	12	48042898	48106308	-1
ENSG00000079432	CIC	capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]	protein_coding	19	42268537	42295797	1
ENSG00000079435	LIPE	lipase E, hormone sensitive type [Source:HGNC Symbol;Acc:HGNC:6621]	protein_coding	19	42401507	42427426	-1
ENSG00000079459	FDFT1	farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]	protein_coding	8	11795573	11839309	1
ENSG00000079462	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:8576]	protein_coding	19	42297033	42303546	-1
ENSG00000079482	OPHN1	oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]	protein_coding	X	68042344	68433913	-1
ENSG00000079616	KIF22	kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]	protein_coding	16	29790719	29805385	1
ENSG00000079691	CARMIL1	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]	protein_coding	6	25279078	25620530	1
ENSG00000079739	PGM1	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	protein_coding	1	63593276	63660245	1
ENSG00000079785	DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	protein_coding	2	15591178	15631111	1
ENSG00000079805	DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]	protein_coding	19	10718079	10833488	1
ENSG00000079819	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]	protein_coding	6	130839347	131063322	-1
ENSG00000079841	RIMS1	regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]	protein_coding	6	71886703	72403143	1
ENSG00000079931	MOXD1	monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]	protein_coding	6	132296055	132401545	-1
ENSG00000079950	STX7	syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]	protein_coding	6	132445867	132513198	-1
ENSG00000079974	RABL2B	RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]	protein_coding	22	50767501	50783663	-1
ENSG00000079999	KEAP1	kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]	protein_coding	19	10486120	10503741	-1
ENSG00000080007	DDX43	DEAD-box helicase 43 [Source:HGNC Symbol;Acc:HGNC:18677]	protein_coding	6	73394748	73417569	1
ENSG00000080031	PTPRH	protein tyrosine phosphatase, receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]	protein_coding	19	55181248	55209506	-1
ENSG00000080189	SLC35C2	solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]	protein_coding	20	46345980	46364458	-1
ENSG00000080200	CRYBG3	crystallin beta-gamma domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427]	protein_coding	3	97822040	97944963	1
ENSG00000080298	RFX3	regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984]	protein_coding	9	3218297	3526004	-1
ENSG00000080345	RIF1	replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]	protein_coding	2	151409883	151508013	1
ENSG00000080371	RAB21	RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]	protein_coding	12	71754874	71800285	1
ENSG00000080493	SLC4A4	solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030]	protein_coding	4	71186757	71572087	1
ENSG00000080503	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]	protein_coding	9	1980290	2193624	1
ENSG00000080546	SESN1	sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]	protein_coding	6	108986437	109094819	-1
ENSG00000080561	MID2	midline 2 [Source:HGNC Symbol;Acc:HGNC:7096]	protein_coding	X	107825755	107927193	1
ENSG00000080573	COL5A3	collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864]	protein_coding	19	9959561	10010471	-1
ENSG00000080603	SRCAP	Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]	protein_coding	16	30698209	30741409	1
ENSG00000080608	PUM3	pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]	protein_coding	9	2720469	2844241	-1
ENSG00000080802	CNOT4	CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]	protein_coding	7	135361795	135510127	-1
ENSG00000080815	PSEN1	presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]	protein_coding	14	73136418	73223691	1
ENSG00000080819	CPOX	coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]	protein_coding	3	98521132	98593723	-1
ENSG00000080822	CLDND1	claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]	protein_coding	3	98497912	98523066	-1
ENSG00000080823	MOK	MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]	protein_coding	14	102224500	102305200	-1
ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]	protein_coding	14	102080738	102139699	-1
ENSG00000080839	RBL1	RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]	protein_coding	20	36996349	37095995	-1
ENSG00000080845	DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]	protein_coding	20	36306336	36528637	1
ENSG00000080947	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29405]	transcribed_unprocessed_pseudogene	1	16467436	16499257	-1
ENSG00000080986	NDC80	NDC80, kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]	protein_coding	18	2571511	2616635	1
ENSG00000081014	AP4E1	adaptor related protein complex 4 epsilon 1 subunit [Source:HGNC Symbol;Acc:HGNC:573]	protein_coding	15	50908672	51005900	1
ENSG00000081019	RSBN1	round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]	protein_coding	1	113761832	113812476	-1
ENSG00000081026	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]	protein_coding	1	113390749	113685923	1
ENSG00000081052	COL4A4	collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]	protein_coding	2	227002711	227164453	-1
ENSG00000081059	TCF7	transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]	protein_coding	5	134114711	134151865	1
ENSG00000081087	OSTM1	osteopetrosis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:21652]	protein_coding	6	108041409	108165854	-1
ENSG00000081154	PCNP	PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]	protein_coding	3	101574095	101594437	1
ENSG00000081177	EXD2	exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]	protein_coding	14	69191511	69244020	1
ENSG00000081189	MEF2C	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]	protein_coding	5	88717117	88904257	-1
ENSG00000081307	UBA5	ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230]	protein_coding	3	132654446	132678097	1
ENSG00000081320	STK17B	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]	protein_coding	2	196133566	196176503	-1
ENSG00000081377	CDC14B	cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]	protein_coding	9	96490241	96619830	-1
