Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	Gene description	Chromosome/scaffold name
ENSDARG00000040571	23423672	23443937	-1	ube4a	protein_coding	ubiquitination factor E4A (UFD2 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-070410-21]	15
ENSDARG00000057042	16759010	16775517	1	tm2d1	protein_coding	TM2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050208-580]	22
ENSDARG00000098042	29128202	29138004	-1	BX005332.1	lincRNA		10
ENSDARG00000104342	54100664	54217630	-1	csnk1g1	protein_coding	casein kinase 1, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-041212-63]	7
ENSDARG00000074660	28227058	28247583	-1	rilp	protein_coding	Rab interacting lysosomal protein [Source:ZFIN;Acc:ZDB-GENE-100408-4]	15
ENSDARG00000074742	44714336	44738354	1	elmod3	protein_coding	ELMO/CED-12 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-091204-471]	8
ENSDARG00000062655	13308139	13335624	1	ydjc	protein_coding	YdjC chitooligosaccharide deacetylase homolog [Source:ZFIN;Acc:ZDB-GENE-060526-182]	5
ENSDARG00000104071	36552	39191	1	hikeshi	protein_coding	Hikeshi, heat shock protein nuclear import factor [Source:ZFIN;Acc:ZDB-GENE-050417-34]	1
ENSDARG00000010610	28188362	28200049	-1	sarm1	protein_coding	sterile alpha and TIR motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-040219-1]	15
ENSDARG00000057089	21167837	21178751	-1	ftsj1	protein_coding	FtsJ RNA methyltransferase homolog 1 [Source:ZFIN;Acc:ZDB-GENE-041114-83]	21
ENSDARG00000086505	13280248	13341483	-1	mast3b	protein_coding	microtubule associated serine/threonine kinase 3b [Source:ZFIN;Acc:ZDB-GENE-111209-1]	11
ENSDARG00000008433	11204059	11229523	-1	unc45b	protein_coding	unc-45 myosin chaperone B [Source:ZFIN;Acc:ZDB-GENE-020919-3]	8
ENSDARG00000062972	16935390	17025212	-1	hip1	protein_coding	huntingtin interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-010328-15]	15
ENSDARG00000093061	12699121	12700988	-1	CR847870.2	processed_transcript		22
ENSDARG00000103056	44034790	44088067	1	itga4	protein_coding	integrin alpha 4 [Source:ZFIN;Acc:ZDB-GENE-110411-108]	9
ENSDARG00000100889	17689565	17825514	1	galnt18a	protein_coding	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18a [Source:ZFIN;Acc:ZDB-GENE-080723-30]	25
ENSDARG00000018162	34751687	34873566	-1	ctnnal1	protein_coding	catenin (cadherin-associated protein), alpha-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-507]	19
ENSDARG00000095952	6515397	6520026	-1	CR352226.4	processed_transcript		22
ENSDARG00000062382	23919096	23922495	1	snapin	protein_coding	SNAP-associated protein [Source:ZFIN;Acc:ZDB-GENE-060503-343]	19
ENSDARG00000077178	10478666	10512911	-1	zgc:152977	protein_coding	zgc:152977 [Source:ZFIN;Acc:ZDB-GENE-060825-353]	12
ENSDARG00000056551	23731194	23745290	1	slc22a13a	protein_coding	solute carrier family 22 member 13a [Source:ZFIN;Acc:ZDB-GENE-070912-473]	2
ENSDARG00000039828	6253246	6258796	1	zp3b	protein_coding	zona pellucida glycoprotein 3b [Source:ZFIN;Acc:ZDB-GENE-031124-2]	2
ENSDARG00000100375	3880882	3926179	1	timm23b	protein_coding	translocase of inner mitochondrial membrane 23 homolog b (yeast) [Source:ZFIN;Acc:ZDB-GENE-141212-76]	13
ENSDARG00000093098	27450085	27452488	-1	ccl34b.8	protein_coding	chemokine (C-C motif) ligand 34b, duplicate 8 [Source:ZFIN;Acc:ZDB-GENE-111012-6]	24
ENSDARG00000013250	44346691	44371177	1	tars	protein_coding	threonyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-041010-218]	5
ENSDARG00000056874	20893065	20898499	1	lygl1	protein_coding	lysozyme g-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-461]	14
ENSDARG00000005335	45897814	45903536	1	slc22a4	protein_coding	solute carrier family 22 (organic cation/zwitterion transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1517]	21
ENSDARG00000100454	22632049	22655452	1	BX649313.1	antisense		7
ENSDARG00000088937	35347993	35361366	1	si:dkey-259j3.5	protein_coding	si:dkey-259j3.5 [Source:ZFIN;Acc:ZDB-GENE-091204-113]	10
ENSDARG00000102033	2336289	2341937	-1	zgc:193790	protein_coding	zgc:193790 [Source:ZFIN;Acc:ZDB-GENE-080723-55]	21
ENSDARG00000075123	28770273	28790100	1	trafd1	protein_coding	TRAF-type zinc finger domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-070410-43]	5
ENSDARG00000078034	88168	90255	1	zgc:112001	protein_coding	zgc:112001 [Source:ZFIN;Acc:ZDB-GENE-050417-178]	20
ENSDARG00000101625	901847	903578	1	si:ch73-208h1.2	protein_coding	si:ch73-208h1.2 [Source:ZFIN;Acc:ZDB-GENE-141216-366]	14
ENSDARG00000056133	19473028	19502378	-1	kitb	protein_coding	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog b [Source:ZFIN;Acc:ZDB-GENE-050916-2]	1
ENSDARG00000039439	23623346	23630027	1	il22ra2	protein_coding	interleukin 22 receptor, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-060512-349]	13
ENSDARG00000096189	43048527	43070566	-1	si:dkey-54j5.2	protein_coding	si:dkey-54j5.2 [Source:ZFIN;Acc:ZDB-GENE-110913-53]	4
ENSDARG00000077314	26459360	26467404	-1	mblac1	protein_coding	metallo-beta-lactamase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-111102-2]	7
ENSDARG00000099407	5816332	5820524	1	FP085432.1	antisense		14
ENSDARG00000097567	42561960	42564134	-1	si:dkey-208c12.2	lincRNA	si:dkey-208c12.2 [Source:NCBI gene;Acc:106660635]	17
ENSDARG00000055383	27595037	27601812	-1	zgc:66160	protein_coding	zgc:66160 [Source:ZFIN;Acc:ZDB-GENE-030131-5510]	3
ENSDARG00000062335	21268795	21342371	1	nudt14	protein_coding	nudix (nucleoside diphosphate linked moiety X)-type motif 14 [Source:ZFIN;Acc:ZDB-GENE-041014-254]	20
ENSDARG00000090797	19712011	19752895	1	fam222a	protein_coding	family with sequence similarity 222 member A [Source:ZFIN;Acc:ZDB-GENE-050309-42]	5
ENSDARG00000028000	3963684	4004537	1	pfkpa	protein_coding	phosphofructokinase, platelet a [Source:ZFIN;Acc:ZDB-GENE-091112-22]	24
ENSDARG00000052242	20342553	20736925	1	aff2	protein_coding	AF4/FMR2 family, member 2 [Source:ZFIN;Acc:ZDB-GENE-110411-190]	14
ENSDARG00000102221	18993828	19003504	-1	HACD4	protein_coding	si:ch73-41h24.1 [Source:ZFIN;Acc:ZDB-GENE-030131-3627]	7
ENSDARG00000071458	16446052	16477891	1	si:dkey-121a11.3	protein_coding	si:dkey-121a11.3 [Source:ZFIN;Acc:ZDB-GENE-050208-417]	22
ENSDARG00000093199	20991821	21014270	-1	si:ch211-212c13.10	protein_coding	si:ch211-212c13.10 [Source:ZFIN;Acc:ZDB-GENE-131118-12]	15
ENSDARG00000098100	1630275	1642878	1	BX248243.1	lincRNA	C-type lectin lectoxin-Lio2-like [Source:NCBI gene;Acc:103911305]	7
ENSDARG00000033380	33336923	33353778	-1	gyg2	protein_coding	glycogenin 2 [Source:ZFIN;Acc:ZDB-GENE-080723-74]	1
ENSDARG00000104691	4900981	4906924	1	cd79b	protein_coding	CD79b molecule, immunoglobulin-associated beta [Source:ZFIN;Acc:ZDB-GENE-121219-1]	12
ENSDARG00000054202	37879812	37883256	-1	hbl4	protein_coding	hexose-binding lectin 4 [Source:ZFIN;Acc:ZDB-GENE-070912-287]	2
ENSDARG00000058924	19132885	19161982	-1	pou1f1	protein_coding	POU class 1 homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-040630-7]	9
ENSDARG00000096103	41710359	41714766	1	CU326364.1	processed_transcript		8
ENSDARG00000095439	30480418	30482315	-1	BX649490.3	processed_transcript		22
ENSDARG00000061314	25034529	25040762	1	ngrn	protein_coding	neugrin, neurite outgrowth associated [Source:ZFIN;Acc:ZDB-GENE-060503-19]	8
ENSDARG00000042983	24940377	24945337	-1	has1	protein_coding	hyaluronan synthase 1 [Source:ZFIN;Acc:ZDB-GENE-040218-2]	16
ENSDARG00000029841	10757848	10770418	1	tmprss9	protein_coding	transmembrane serine protease 9 [Source:ZFIN;Acc:ZDB-GENE-050208-573]	22
ENSDARG00000053828	41668474	41681746	1	ubxn11	protein_coding	UBX domain protein 11 [Source:ZFIN;Acc:ZDB-GENE-100922-125]	16
ENSDARG00000037260	26105141	26109961	1	toporsa	protein_coding	topoisomerase I binding, arginine/serine-rich a [Source:ZFIN;Acc:ZDB-GENE-030131-6401]	1
ENSDARG00000093026	18925318	18929408	1	si:ch211-222n4.2	protein_coding	si:ch211-222n4.2 [Source:ZFIN;Acc:ZDB-GENE-091118-110]	21
ENSDARG00000069505	25793970	25795968	1	zgc:136892	protein_coding	zgc:136892 [Source:ZFIN;Acc:ZDB-GENE-060421-4745]	21
ENSDARG00000076997	32073660	32145981	1	stxbp4	protein_coding	syntaxin binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-110420-5]	12
ENSDARG00000005397	26129830	26179805	-1	trim3b	protein_coding	tripartite motif containing 3b [Source:ZFIN;Acc:ZDB-GENE-070112-1132]	10
ENSDARG00000062139	13945218	14004546	1	eif2ak3	protein_coding	eukaryotic translation initiation factor 2-alpha kinase 3 [Source:ZFIN;Acc:ZDB-GENE-050414-2]	13
ENSDARG00000060374	33611951	33668960	1	ttll11	protein_coding	tubulin tyrosine ligase-like family, member 11 [Source:ZFIN;Acc:ZDB-GENE-061013-747]	5
ENSDARG00000061215	26589879	26604946	-1	fam149b1	protein_coding	family with sequence similarity 149 member B1 [Source:ZFIN;Acc:ZDB-GENE-070112-2102]	17
ENSDARG00000067975	84052	85593	-1	atp5if1a	protein_coding	ATP synthase inhibitory factor subunit 1a [Source:ZFIN;Acc:ZDB-GENE-070410-36]	19
ENSDARG00000037433	20156477	20191281	1	fmr1	protein_coding	fragile X mental retardation 1 [Source:ZFIN;Acc:ZDB-GENE-020731-6]	14
ENSDARG00000020730	18907102	18926900	1	smpd4	protein_coding	sphingomyelin phosphodiesterase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2672]	21
ENSDARG00000058563	1118328	1133945	1	ubox5	protein_coding	U-box domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-110411-166]	8
ENSDARG00000030078	7345417	7355225	1	glipr1b	protein_coding	GLI pathogenesis-related 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1459]	18
ENSDARG00000025187	31583034	31606247	1	six6a	protein_coding	SIX homeobox 6a [Source:ZFIN;Acc:ZDB-GENE-040426-1282]	13
ENSDARG00000060637	39108339	39555667	1	clstn2	protein_coding	calsyntenin 2 [Source:ZFIN;Acc:ZDB-GENE-070911-2]	2
ENSDARG00000098627	36646054	36664310	1	gspt1l	protein_coding	G1 to S phase transition 1, like [Source:ZFIN;Acc:ZDB-GENE-030131-4009]	3
ENSDARG00000097702	38522254	38528645	1	si:ch1073-66l23.1	protein_coding	si:ch1073-66l23.1 [Source:ZFIN;Acc:ZDB-GENE-131119-51]	24
ENSDARG00000074322	13191391	13194926	1	si:ch211-194m7.3	protein_coding	si:ch211-194m7.3 [Source:ZFIN;Acc:ZDB-GENE-131121-19]	25
ENSDARG00000063635	733027	811276	1	nrxn1b	protein_coding	neurexin 1b [Source:ZFIN;Acc:ZDB-GENE-070206-3]	13
ENSDARG00000068265	44774089	44777491	1	tomm5	protein_coding	translocase of outer mitochondrial membrane 5 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040724-90]	14
ENSDARG00000001788	33145522	33148873	1	atp5po	protein_coding	ATP synthase peripheral stalk subunit OSCP [Source:ZFIN;Acc:ZDB-GENE-050522-147]	9
ENSDARG00000094252	30331414	30333965	1	BX649448.3	protein_coding		22
ENSDARG00000068264	44777478	44790817	-1	grhpra	protein_coding	glyoxylate reductase/hydroxypyruvate reductase a [Source:ZFIN;Acc:ZDB-GENE-040724-230]	14
ENSDARG00000079236	9932767	9934854	-1	si:dkey-253d23.11	protein_coding	si:dkey-253d23.11 [Source:ZFIN;Acc:ZDB-GENE-050208-631]	22
ENSDARG00000051986	44814322	44823071	1	ndufs8a	protein_coding	NADH:ubiquinone oxidoreductase core subunit S8a [Source:ZFIN;Acc:ZDB-GENE-040426-2153]	1
ENSDARG00000088357	39487486	39505847	1	acadl	protein_coding	acyl-CoA dehydrogenase long chain [Source:ZFIN;Acc:ZDB-GENE-040426-771]	18
ENSDARG00000040683	283764	293793	-1	MEP1B	protein_coding	si:ch73-40a17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5797]	2
ENSDARG00000104351	52339255	52342037	1	CR318589.1	lincRNA		4
ENSDARG00000100089	45071603	45134581	1	camk2b2	protein_coding	calcium/calmodulin-dependent protein kinase (CaM kinase) II beta 2 [Source:ZFIN;Acc:ZDB-GENE-090312-34]	10
ENSDARG00000095788	40109353	40126859	1	ghrhrl	protein_coding	growth hormone releasing hormone receptor, like [Source:ZFIN;Acc:ZDB-GENE-090211-1]	23
ENSDARG00000014161	19958845	19975373	1	ercc4	protein_coding	excision repair cross-complementation group 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5533]	12
ENSDARG00000045087	28367557	28370484	1	cdk5r1b	protein_coding	cyclin-dependent kinase 5, regulatory subunit 1b (p35) [Source:ZFIN;Acc:ZDB-GENE-040718-220]	12
ENSDARG00000103196	2219724	2232640	-1	zgc:113343	protein_coding	zgc:113343 [Source:ZFIN;Acc:ZDB-GENE-050327-90]	21
ENSDARG00000073915	32467854	32471499	-1	znf1085	protein_coding	zinc finger protein 1085 [Source:ZFIN;Acc:ZDB-GENE-080218-7]	4
ENSDARG00000105276	19344749	19381993	-1	grb2a	protein_coding	growth factor receptor-bound protein 2a [Source:ZFIN;Acc:ZDB-GENE-041121-1]	6
ENSDARG00000052512	49651012	49674006	1	tsga10	protein_coding	testis specific, 10 [Source:ZFIN;Acc:ZDB-GENE-061013-482]	1
ENSDARG00000069469	23282549	23388134	1	khdrbs2	protein_coding	KH domain containing, RNA binding, signal transduction associated 2 [Source:ZFIN;Acc:ZDB-GENE-061013-497]	13
ENSDARG00000095722	24148055	24148771	1	CR925709.3	processed_transcript		23
ENSDARG00000105244	52148759	52154668	-1	BX649431.3	lincRNA		4
ENSDARG00000005590	10603550	10641998	-1	mtf2	protein_coding	metal response element binding transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-060512-94]	2
ENSDARG00000070392	22737481	22747125	-1	tlr19	protein_coding	toll-like receptor 19 [Source:ZFIN;Acc:ZDB-GENE-040220-3]	16
ENSDARG00000067950	50062165	50099982	1	zcchc2	protein_coding	zinc finger, CCHC domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-070912-269]	2
ENSDARG00000058454	2487250	2491471	1	dynll1	protein_coding	dynein, light chain, LC8-type 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1961]	8
ENSDARG00000078694	258698	283376	1	phlpp1	protein_coding	PH domain and leucine rich repeat protein phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-131127-271]	2
ENSDARG00000074756	12058509	12073355	1	tfb2m	protein_coding	transcription factor B2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-070521-3]	17
ENSDARG00000071084	10781146	10809546	-1	wipf1b	protein_coding	WAS/WASL interacting protein family, member 1b [Source:ZFIN;Acc:ZDB-GENE-110815-1]	6
ENSDARG00000058064	12316606	12334053	1	cx31.7	protein_coding	connexin 31.7 [Source:ZFIN;Acc:ZDB-GENE-050616-3]	14
ENSDARG00000000229	567733	584610	1	usp49	protein_coding	ubiquitin specific peptidase 49 [Source:ZFIN;Acc:ZDB-GENE-050208-484]	22
ENSDARG00000099902	37250839	37275790	1	il17rc	protein_coding	interleukin 17 receptor C [Source:ZFIN;Acc:ZDB-GENE-120111-3]	11
ENSDARG00000074242	34931597	34938746	-1	serbp1a	protein_coding	SERPINE1 mRNA binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-7389]	6
ENSDARG00000059227	999421	1006174	1	fabp1b.1	protein_coding	fatty acid binding protein 1b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050522-96]	8
ENSDARG00000025513	42496498	42558549	-1	dip2cb	protein_coding	disco-interacting protein 2 homolog Cb [Source:ZFIN;Acc:ZDB-GENE-070912-589]	2
ENSDARG00000061143	22770255	22803147	-1	tapt1b	protein_coding	transmembrane anterior posterior transformation 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4025]	1
ENSDARG00000103675	42140245	42141546	-1	CR854948.1	processed_transcript		4
ENSDARG00000105755	51922694	51925801	-1	BX957362.3	processed_pseudogene		7
ENSDARG00000033361	31253048	31277336	1	asl	protein_coding	argininosuccinate lyase [Source:ZFIN;Acc:ZDB-GENE-040426-1152]	21
ENSDARG00000101475	32042094	32042540	-1	BX649328.2	lincRNA		4
ENSDARG00000104589	39172842	39178979	-1	si:dkey-99n20.6	protein_coding	si:dkey-99n20.6 [Source:ZFIN;Acc:ZDB-GENE-141211-10]	16
ENSDARG00000109648	13180468	13188678	-1	si:ch211-147m6.1	protein_coding	si:ch211-147m6.1 [Source:ZFIN;Acc:ZDB-GENE-131120-57]	25
ENSDARG00000071653	4926777	4931063	-1	si:ch73-256j6.2	protein_coding	si:ch73-256j6.2 [Source:ZFIN;Acc:ZDB-GENE-070705-223]	22
ENSDARG00000041435	56339058	56348727	-1	uba52	protein_coding	ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:ZFIN;Acc:ZDB-GENE-051023-7]	2
ENSDARG00000102407	11822	16373	1	cep97	protein_coding	centrosomal protein 97 [Source:ZFIN;Acc:ZDB-GENE-031030-11]	1
ENSDARG00000025789	31761825	31791165	-1	chd4b	protein_coding	chromodomain helicase DNA binding protein 4b [Source:ZFIN;Acc:ZDB-GENE-030131-4532]	16
ENSDARG00000087107	10783670	10806625	-1	si:ch73-222h13.1	protein_coding	si:ch73-222h13.1 [Source:ZFIN;Acc:ZDB-GENE-090313-144]	1
ENSDARG00000001939	25015151	25029261	1	b3gat3	protein_coding	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) [Source:ZFIN;Acc:ZDB-GENE-020419-3]	7
ENSDARG00000091932	27454227	27462782	-1	si:ch73-25f10.6	protein_coding	si:ch73-25f10.6 [Source:ZFIN;Acc:ZDB-GENE-100922-192]	19
ENSDARG00000092533	20825987	20856485	1	si:ch211-133l5.4	protein_coding	si:ch211-133l5.4 [Source:ZFIN;Acc:ZDB-GENE-081104-114]	8
ENSDARG00000087674	6904314	6908682	1	si:ch1073-127d16.1	protein_coding	si:ch1073-127d16.1 [Source:ZFIN;Acc:ZDB-GENE-120214-30]	19
ENSDARG00000097995	31347037	31428610	1	BX571774.1	lincRNA		9
ENSDARG00000092305	24676905	24690260	1	poldip2	protein_coding	polymerase (DNA-directed), delta interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5881]	15
ENSDARG00000023160	43004408	43016395	1	snrnp40	protein_coding	small nuclear ribonucleoprotein 40 (U5) [Source:ZFIN;Acc:ZDB-GENE-040426-978]	19
ENSDARG00000069373	31244500	31252131	-1	crcp	protein_coding	calcitonin gene-related peptide-receptor component protein [Source:ZFIN;Acc:ZDB-GENE-060825-150]	21
ENSDARG00000094737	9224051	9237122	1	si:ch211-12e13.12	protein_coding	si:ch211-12e13.12 [Source:ZFIN;Acc:ZDB-GENE-070424-121]	5
ENSDARG00000017115	19436483	19444949	-1	kctd10	protein_coding	potassium channel tetramerization domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2843]	5
ENSDARG00000076074	5945186	5953648	-1	dda1	protein_coding	DET1 and DDB1 associated 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2137]	11
ENSDARG00000087324	22338578	22339582	-1	crygm2d1	protein_coding	crystallin, gamma M2d1 [Source:ZFIN;Acc:ZDB-GENE-050522-395]	9
ENSDARG00000102679	76403698	76413981	1	FP074874.1	protein_coding	si:ch73-158p21.7 [Source:NCBI gene;Acc:100331388]	4
ENSDARG00000060884	35485100	35489371	-1	nmur1a	protein_coding	neuromedin U receptor 1a [Source:ZFIN;Acc:ZDB-GENE-081104-220]	22
ENSDARG00000089162	34562426	34633960	-1	afap1l1a	protein_coding	actin filament associated protein 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-050913-76]	14
ENSDARG00000010477	21942383	21959712	-1	p2rx3a	protein_coding	purinergic receptor P2X, ligand-gated ion channel, 3a [Source:ZFIN;Acc:ZDB-GENE-000427-3]	14
ENSDARG00000012306	38685654	38737718	1	syt13	protein_coding	synaptotagmin XIII [Source:ZFIN;Acc:ZDB-GENE-050417-135]	7
ENSDARG00000044976	11454545	11458208	-1	krt93	protein_coding	keratin 93 [Source:ZFIN;Acc:ZDB-GENE-060421-4592]	11
ENSDARG00000038743	38997357	39015130	-1	copb2	protein_coding	coatomer protein complex, subunit beta 2 [Source:ZFIN;Acc:ZDB-GENE-010724-7]	2
ENSDARG00000076376	39994283	40003706	1	tmem175	protein_coding	transmembrane protein 175 [Source:ZFIN;Acc:ZDB-GENE-070705-79]	5
ENSDARG00000087999	9782369	9789804	1	BX664625.3	processed_transcript	uncharacterized LOC100007813 [Source:NCBI gene;Acc:100007813]	22
ENSDARG00000007396	23026324	23033818	-1	rnd3b	protein_coding	Rho family GTPase 3b [Source:ZFIN;Acc:ZDB-GENE-040718-331]	9
ENSDARG00000069407	13161680	13184989	-1	zgc:194990	protein_coding	zgc:194990 [Source:ZFIN;Acc:ZDB-GENE-081022-171]	8
ENSDARG00000091271	6394929	6418099	1	si:ch211-225g23.1	protein_coding	si:ch211-225g23.1 [Source:ZFIN;Acc:ZDB-GENE-030131-3256]	21
ENSDARG00000060597	44190852	44233410	-1	zgc:158659	protein_coding	zgc:158659 [Source:ZFIN;Acc:ZDB-GENE-070112-492]	23
ENSDARG00000113206	23592248	23594914	-1	pimr85	protein_coding	Pim proto-oncogene, serine/threonine kinase, related 85 [Source:ZFIN;Acc:ZDB-GENE-071003-3]	19
ENSDARG00000090993	17566383	17576662	-1	rnf4	protein_coding	ring finger protein 4 [Source:ZFIN;Acc:ZDB-GENE-041008-246]	14
ENSDARG00000060542	32369026	32460223	1	lgr4	protein_coding	leucine-rich repeat containing G protein-coupled receptor 4 [Source:ZFIN;Acc:ZDB-GENE-111013-1]	7
ENSDARG00000069401	41967312	41992878	-1	si:dkeyp-114g9.1	protein_coding	si:dkeyp-114g9.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5466]	20
ENSDARG00000079552	40336160	40519340	-1	maml3	protein_coding	mastermind-like transcriptional coactivator 3 [Source:ZFIN;Acc:ZDB-GENE-090313-292]	1
ENSDARG00000056210	24968098	24970790	-1	si:ch211-199o1.2	protein_coding	si:ch211-199o1.2 [Source:ZFIN;Acc:ZDB-GENE-060503-867]	8
ENSDARG00000100835	24264633	24271629	-1	RGS13 (1 of many)	protein_coding	si:ch211-117l17.5 [Source:ZFIN;Acc:ZDB-GENE-110914-230]	22
ENSDARG00000059340	24936059	25175560	1	dlgap2a	protein_coding	discs, large (Drosophila) homolog-associated protein 2a [Source:ZFIN;Acc:ZDB-GENE-101215-1]	17
ENSDARG00000105328	5964296	5965015	1	si:dkey-23a13.17	protein_coding	si:dkey-23a13.17 [Source:ZFIN;Acc:ZDB-GENE-160113-52]	7
ENSDARG00000013926	20653773	20666616	-1	slc16a9a	protein_coding	solute carrier family 16, member 9a [Source:ZFIN;Acc:ZDB-GENE-040426-1364]	17
ENSDARG00000112873	11430552	11432479	1	si:dkey-23f9.11	protein_coding	si:dkey-23f9.11 [Source:ZFIN;Acc:ZDB-GENE-141216-40]	11
ENSDARG00000059906	52663097	52675630	-1	sdc4	protein_coding	syndecan 4 [Source:ZFIN;Acc:ZDB-GENE-061111-1]	6
ENSDARG00000096367	6212844	6307573	1	fnbp1b	protein_coding	formin binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-091117-6]	21
ENSDARG00000042496	12839126	12858016	-1	parp12a	protein_coding	poly (ADP-ribose) polymerase family, member 12a [Source:ZFIN;Acc:ZDB-GENE-050419-6]	18
ENSDARG00000090371	73690366	73698601	1	si:dkey-46i9.6	protein_coding	si:dkey-46i9.6 [Source:ZFIN;Acc:ZDB-GENE-160114-63]	7
ENSDARG00000096222	50755309	50759477	-1	si:ch211-245n8.4	protein_coding	si:ch211-245n8.4 [Source:ZFIN;Acc:ZDB-GENE-110914-56]	4
ENSDARG00000012002	51795667	51816589	1	slc38a7	protein_coding	solute carrier family 38, member 7 [Source:ZFIN;Acc:ZDB-GENE-040801-266]	7
ENSDARG00000110833	9112544	9140301	1	pimr153	protein_coding	Pim proto-oncogene, serine/threonine kinase, related 153 [Source:ZFIN;Acc:ZDB-GENE-081028-4]	13
ENSDARG00000091266	8617816	8636175	-1	si:ch211-71m22.5	protein_coding	si:ch211-71m22.5 [Source:ZFIN;Acc:ZDB-GENE-130531-65]	2
ENSDARG00000071070	3257932	3262318	-1	pthlhb	protein_coding	parathyroid hormone-like hormone b [Source:NCBI gene;Acc:751101]	25
ENSDARG00000017984	55293424	55299173	1	zgc:172106	protein_coding	zgc:172106 [Source:ZFIN;Acc:ZDB-GENE-080204-42]	1
